,titulo,descricao_do_recurso,tipo_de_recurso
446, Orações: período simples e composto, Com a apresentação da sequência didática <VIRGULA> objetiva-se apresentar a estrutura sintática das orações simples e compostas <VIRGULA> bem como seus valores semânticos; identificar as orações simples por critérios de enunciação e sintáticos; identificar e classificar as orações compostas <VIRGULA> atentando para a relação lógico-semântica que as constitui e sua classificação. Pretendemos <VIRGULA> ainda <VIRGULA> favorecer a aprendizagem detalhando aspectos práticos aos longo da sequência com os exercícios propostos. Espera-se que seja facilitada a compreensão do conteúdo <VIRGULA> bem como a devida assimilação dos detalhes gramaticais e os valores semânticos que lhes são característicos em seu uso., Apresentação
447, Orações coordenadas, Com a apresentação da sequência didática <VIRGULA> objetiva-se apresentar o conceito de oração <VIRGULA> bem como sua classificação como simples e compostas; Apresentar os valores semânticos das oraçõs a partir de sua estrutura <VIRGULA> seja com conectivo ou na forma justaposta; Analisar estruturas oracionais buscando apropriação dos conceitos a partir de modelos de enunciados contextualizados; Identificar as orações compostas <VIRGULA> atentando para a relação lógico-semântica que as constitui <VIRGULA> bem como sua classificação. Pretendemos <VIRGULA> ainda <VIRGULA> favorecer a aprendizagem detalhando aspectos práticos aos longo da sequência com os exercícios propostos. Espera-se que seja facilitada a compreensão do conteúdo com uma abordagem que <VIRGULA> pretende-se <VIRGULA> seja mais contextualizada e reflexiva quanto aos detalhamentos gramaticais e semânticos que lhes são característicos., Apresentação
448, MODAL VERBS CAN X COULD/ MAY X MIGHT, Este material didático sobre Modal Verbs Can x Could / May x Might tem como finalidade específica o aprendizado desta estrutura gramatical que é uma dos pilares para a fluência no idioma <VIRGULA> isto é <VIRGULA> tornar o educando um protagonista ativo do uso da Língua Inglesa <VIRGULA> assim como estimular a produção escrita (writing) como os exercícios <VIRGULA> a leitura (reading) através da letra da canção Bitter Sweet Symphony e a compreensão oral (listening) ouvindo a canção e a produção oral (speaking) que é feita acompanhando a canção. Este recurso é direcionado para a primeira série do ensino médio <VIRGULA> realizado no ano de 2015., Apresentação
449, MODAL AUXILIAR VERBS: WILL AND WOULD, Este material didático sobre Modal Auxiliar Verbs: Will and Would tem como finalidade específica o aprendizado desta estrutura gramatical que é uma dos pilares para a fluência no idioma <VIRGULA> isto é <VIRGULA> tornar o educando um protagonista ativo do uso da Língua Inglesa <VIRGULA> assim como estimular a produção escrita (writing) com os exercícios <VIRGULA> a leitura (reading) através da letra da canção I Will Come to You e a compreensão oral (listening) ouvindo a canção e a produção oral (speaking) que é feita acompanhando a canção. Este recurso é direcionado para a segunda série do ensino médio <VIRGULA> realizado no ano de 2015 <VIRGULA> também adota uma visão sóciointeracional e interdisciplinar., Apresentação
450, Geometria analítica: estudo das cônicas: hipérbole, OBJETIVOS Nesta aula nossa finalidade é apresentar aos (as) discentes do 3º ano do Ensino Médio um tema muito importante da Geometria Analítica: Estudo das Cônicas: HIPÉRBOLE. Após esta aula esperamos que os (as) estudantes consigam compreender a definição da hipérbole <VIRGULA> que a hipérbole é uma curva cônica e que ela possui alguns elementos importantes <VIRGULA> como por exemplo <VIRGULA> os focos e a excentricidade. Esperamos também que os (as) estudantes utilizem as equações da hipérbole e entendam que a hipérbole possui algumas aplicações na Física <VIRGULA> na Matemática <VIRGULA> na Arquitetura <VIRGULA> entre outras áreas., Apresentação
451, Geometria Analítica: Equação Segmentária e Paramétrica da reta, OBJETIVOS Neste tópico nossa finalidade é apresentar aos (as) discentes do 3º ano do Ensino Médio <VIRGULA> dois importantes conceitos da Geometria Analítica a equação segmentária e a equação paramétrica da reta. Esperamos <VIRGULA> ao final desta aula <VIRGULA> que os (as) estudantes possam compreender com clareza que a reta de uma equação segmentária intercepta os eixos do plano cartesiano xOy e possui equação x/p + y/q = 1 <VIRGULA> onde p e q são números reais não nulos. Assim como <VIRGULA> a equação da reta na forma paramétrica possui <VIRGULA> além das variáveis x e y <VIRGULA> uma terceira variável chamada de parâmetro <VIRGULA> a qual geralmente é representada pela letra (t)., Apresentação
452, Funções trigonométricas co-seno e suas relações aos fenômenos que apresentam comportamento periódico, A finalidade específica deste material de apoio é abordar as a respeito das Funções trigonométricas <VIRGULA> mais especificamente da função co-seno <VIRGULA> e suas relações aos fenômenos que apresentam comportamento periódico. Esperamos como resultado que <VIRGULA> com a utilização deste referido material <VIRGULA> denominado Funções trigonométricas co-seno e suas relações aos fenômenos que apresentam comportamento periódico <VIRGULA> os discentes sejam capazes de entender as função trigonométrica co-seno e identificar relações aos fenômenos que apresentam comportamento periódico através das atividades propostas., Apresentação
453, Função logarítmica - características e gráficos, O presente material visa oferecer ao professor um método alternativo em relação à exploração da função logarítmica e seus elementos. A partir do uso do material espera-se que o estudante seja capaz de compreender o conceito de função logarítmica <VIRGULA> bem como identificar suas características a partir de sua definição <VIRGULA> além de entender que a referida função representa a inversa da função exponencial e vice-versa <VIRGULA> quer seja a partir da representação algébrica <VIRGULA> quer seja a partir da representação gráfica; além de aplicar o conceito de funções logarítmicas em situações problemas., Apresentação
454, Frações: número misto; equivalência de frações; simplificação de frações; comparação de frações, O presente material tem por finalidade ampliar e atribuir novos significados para os números e operações; resolvendo situações-problema que envolvam conteúdos relacionados à fração <VIRGULA> utilizando procedimentos de cáculo: mental <VIRGULA> estimativas e algoritmos. Ao final desse trabalho <VIRGULA> pretende-se que os discentes consigam construir as seguintes expectativas de aprendizagem: ? Relacionar as formas fracionária e mista de uma fração <VIRGULA> por meio de uma situação apresentada; ? Identificar e determinar frações equivalentes; ? Atribuir ideia de fração equivalente à simplificação de frações; ? Comparar os vários tipos de frações apresentadas., Apresentação
455, Frações: frações decimais – resolução de situações problema, Objetivo Geral: Aplicar o conceito de fração na leitura e na interpretação do número decimal <VIRGULA> levando o aluno a resolver situações problemas que envolvam a fransformar números fracionaios em decimais e vise-versa. Objetivos Específicos: Identificar números naturais <VIRGULA> fracionários e decimais no contexto diário; Formular hipóteses a partir da posição dos algarismos na representação fracionária e décima; Interpretar e escrever números racionais nas formas decimal e fracionária; Comparar dois ou mais números pela posição dos algarísmos representados na forma decimal ou percentual; Compreender o uso da notação decimal para representar quantidades não inteiras <VIRGULA> bem como a ideia de valor posicional; Saber transformar frações em números decimais e vice-versa; Compreender a ideia de número racional em sua relação com as frações e as razões; Compreender a idéia de taxa percentual., Apresentação
456, Estatística e Probabilidades. Alguns aspetos de linguagem, A finalidade desta aula sobre o tópico “Estatística e Probabilidades. Alguns aspectos de linguagens” é apresentar <VIRGULA> aos (as) estudantes do 9º ano do Ensino Fundamental <VIRGULA> alguns conceitos e ideias iniciais sobre Estatística e Probabilidade <VIRGULA> possibilitando-lhes uma melhor compreensão da linguagem específica usa na Estatística e Probabilidade <VIRGULA> de forma que os (as) discentes possam identificar além de alguns termos específicos <VIRGULA> a origem da Estatística e Probabilidade; a importância da Estatística e Probabilidade no dia a dia das pessoas; a importância da Estatística e Probabilidade no mundo do trabalho e a utilização da Estatística e Probabilidade nas empresas., Apresentação
457, Separação de misturas, Vídeo de experimentos demonstrativos que permitem visualizar cinco etapas de separação <VIRGULA> situando em cada etapa suas características principais. Com uma abordagem simples e divertida <VIRGULA> os alunos são estimulados a ter contato com atividades de natureza científica e ao mesmo tempo avaliar e escolher métodos de separação de sustâncias (misturas) <VIRGULA> como: filtração <VIRGULA> decantação <VIRGULA> destilação <VIRGULA> separação magnética e centrifugação. Recurso digital a ser utilizado na apresentação dos conteúdos sobre métodos de separação no sistema produtivo e no dia a dia., Vídeo
458, Alimentos em crise - parte 1, Áudio que mostra os pesquisadores e estudiosos que calculam números da miséria e da crise na distribuição de alimentos também investigam razões para entender melhor o que se passa por detrás das estatísticas. Participantes: Marília Regini Nutti <VIRGULA> mestre em ciência de alimentos <VIRGULA> que busca assegurar <VIRGULA> em trabalhos de pesquisa na Embrapa <VIRGULA> a Empresa Brasileira de Pesquisa Agropecuária <VIRGULA> que os avanços da ciência e da tecnologia sejam aplicados no enriquecimento da dieta alimentar dos mais pobres. Gervásio Castro de Rezende <VIRGULA> professor titular da Universidade Federal Fluminense <VIRGULA> com mestrado e doutorado em economia pela Universidade de Wisconsin-Madison <VIRGULA> nos Estados Unidos <VIRGULA> com linhas de pesquisa sobre crise de alimentos e economia agrária. Cândido Grzybowski <VIRGULA> sociólogo com doutorado em Paris e pós-doutorado na Universidade de Londres <VIRGULA> um dos coordenadores do Fórum Social Mundial <VIRGULA> é diretor executivo do Instituto Brasileiro de Análises Sociais e Econômicas <VIRGULA> o Ibase <VIRGULA> fundado por Herbert de Souza <VIRGULA> o Betinho <VIRGULA> criador e estimulador da luta contra a fome no Brasil., Áudio
459, Alimentos em crise - parte 2, O áudio traz cálculos que são de 2008: a cada minuto morrem <VIRGULA> pelo menos <VIRGULA> 11 crianças de fome no mundo. O relatório do Fundo das Nações Unidas para a Alimentação e Agricultura <VIRGULA> a FAO <VIRGULA> revela que 923 milhões de pessoas passam fome em nosso planeta. A tragédia aumentou junto com os preços globais dos alimentos <VIRGULA> que subiram 52% de 2007 para 2008. Somos 6 <VIRGULA> 7 bilhões no mundo e produzimos quase um quilo de grãos por pessoa <VIRGULA> todo o dia <VIRGULA> segundo os cálculos do pesquisador Ladislau Dowbor <VIRGULA> da Pontifícia Universidade Católica de São Paulo. Os pesquisadores e estudiosos que calculam números da miséria e da crise na distribuição de alimentos também investigam razões para entender melhor o que se passa por detrás das estatísticas., Áudio
460, Alimentos em crise - parte 3, O áudio traz informações que há 6 <VIRGULA> 7 bilhões no mundo e produzimos quase um quilo de grãos por pessoa <VIRGULA> todo o dia <VIRGULA> segundo os cálculos do pesquisador Ladislau Dowbor <VIRGULA> da Pontifícia Universidade Católica de São Paulo. Os pesquisadores e estudiosos que calculam números da miséria e da crise na distribuição de alimentos também investigam razões para entender melhor o que se passa por detrás das estatísticas. Participantes: Marília Regini Nutti <VIRGULA> mestre em ciência de alimentos <VIRGULA> que busca assegurar <VIRGULA> em trabalhos de pesquisa na Embrapa <VIRGULA> a Empresa Brasileira de Pesquisa Agropecuária <VIRGULA> que os avanços da ciência e da tecnologia sejam aplicados no enriquecimento da dieta alimentar dos mais pobres. Gervásio Castro de Rezende <VIRGULA> professor titular da Universidade Federal Fluminense <VIRGULA> com mestrado e doutorado em economia pela Universidade de Wisconsin-Madison <VIRGULA> nos Estados Unidos <VIRGULA> com linhas de pesquisa sobre crise de alimentos e economia agrária. Cândido Grzybowski <VIRGULA> sociólogo com doutorado em Paris e pós-doutorado na Universidade de Londres <VIRGULA> um dos coordenadores do Fórum Social Mundial <VIRGULA> é diretor executivo do Instituto Brasileiro de Análises Sociais e Econômicas <VIRGULA> o Ibase <VIRGULA> fundado por Herbert de Souza <VIRGULA> o Betinho <VIRGULA> criador e estimulador da luta contra a fome no Brasil., Áudio
461, A expansão decimal de um número (parte 2), O objeto fortalece o entendimento dos números decimais <VIRGULA> com destaque para o reconhecimento da dizima periódica. O usuário deve informar um número para o numerador e outro para o denominador da fração. O software então informa a fração equivalente irredutível da mesma e também o número decimal associado. O destaque deste objeto é a forma como os dígitos da expansão decimal são apresentados. Na parte inferior do objeto <VIRGULA> cada dígito é apresentado dentro de um retângulo colorido <VIRGULA> sendo que dígitos iguais são coloridos da mesma cor. Por um processo de ajuste do programa é possível identificar facilmente qual o período na expansão decimal (quando a fração tem representação infinita e periódica)., Jogo
462, A expansão decimal de um número (parte 1), O objeto fortalece o entendimento dos números decimais <VIRGULA> sobretudo da representação/localização dos números na reta geométrica. O jogo é composto de 6 desafios <VIRGULA> sendo que em cada um deles o jogador deve descobrir os 9 primeiros dígitos da expansão decimal do número p representado na reta geométrica. O jogador deve dar um palpite inicial escrevendo um número que acredita estar mais próximo da expansão decimal de p. Assim <VIRGULA> a cada etapa <VIRGULA> seleciona um novo intervalo (fração de 10 do intervalo anterior) <VIRGULA> e o programa ampliará a janela de visualização de modo que o jogador consiga <VIRGULA> etapa por etapa <VIRGULA> obter a expansão decimal de 9 dígitos., Jogo
463, A expansão decimal de um número (parte 3), O objeto fortalece o entendimento dos números decimais <VIRGULA> sobretudo da representação/localização dos números na reta geométrica. O jogo é composto de 6 desafios <VIRGULA> sendo que em cada um deles o jogador deve descobrir os 9 primeiros dígitos da expansão decimal do número p representado na reta geométrica. O jogador deve dar um palpite inicial escrevendo um número que acredita estar mais próximo da expansão decimal de p. Assim <VIRGULA> a cada etapa <VIRGULA> seleciona um novo intervalo (fração de 10 do intervalo anterior) <VIRGULA> e o programa ampliará a janela de visualização de modo que o jogador consiga <VIRGULA> etapa por etapa <VIRGULA> obter a expansão decimal de 9 dígitos., Jogo
464, Matrizes e imagens binárias, O objeto explora a notação matricial <VIRGULA> a partir de representações de figuras planas. O programa permite ao usuário alternar entre a representação de uma figura e sua forma matricial <VIRGULA> considerando para isso que a figura pode ser decomposta em microrregiões (quadrículas) <VIRGULA> em decorrência da intersecção de linhas e colunas. Os elementos da matriz são os números “0” e “1” <VIRGULA> que especificam a cor da quadrícula. O número “0” indica cor preta e o número 1 <VIRGULA> indica cor branca. Além disso <VIRGULA> o usuário pode criar suas figuras <VIRGULA> clicando sobre as quadrículas <VIRGULA> e ao final <VIRGULA> visualizar a respectiva matriz., Apresentação
465, Seno e cosseno de números reais (como medidas de ângulos), O objeto favorece a compreensão da relação do par – circunferência trigonométrica e arcos (com medida de ângulos em radianos). Além disso <VIRGULA> o objeto associa a função E(t) ao par ordenado (cos(t) <VIRGULA> sen(t)) <VIRGULA> onde x(t) = cos(t) e y(t) = sen(t) são respectivamente a abscissa e a ordenada do ponto E(t) da circunferência unitária. No simulador há três quadros interativos. No primeiro <VIRGULA> o usuário poderá variar os valores do domínio t (em radianos); no segundo quadro é possível acompanhar a variação da posição do ponto E(t) na circunferência unitária; e no terceiro quadro há a possibilidade de acompanhar a variação dos valores da imagem – seno e cosseno (de acordo com a marcação dos botões de opção disponibilizados ao lado do quadro) do ponto E(t)., Animação/simulação
466, A variabilidade de características, A origem da terra se deu a partir do Big Bang há 4 <VIRGULA> 5 bilhões. Há uma dualidade com relação a explicação da origem da vida <VIRGULA> pois existem defensores da linha criacionista e outros defensores da linha evolucionista. A Teoria sintética da evolução ou Neodarwinismo foi formulada por vários pesquisadores durante anos de estudos <VIRGULA> tomando como essência as noções de Darwin sobre a seleção natural e incorporando noções atuais de genética. A mais importante contribuição individual da genética <VIRGULA> extraída dos trabalhos de Mendel <VIRGULA> substituiu o conceito antigo de herança <VIRGULA> através da mistura de sangue pelo conceito de herança através de partículas: os genes., Apresentação
467, A linfa e a imunização natural e artificial, O sistema linfático é o conjunto formado pela linfa <VIRGULA> pelos vasos e capilares linfáticos e órgãos como os linfonodos <VIRGULA> o baço <VIRGULA> o timo e as tonsilas palatinas. A linfa é lentamente filtrada ao passar pelos linfonodos <VIRGULA> sofrendo a ação dos macrófagos e dos anticorpos produzidos pelos plasmócitos. Esta se divide em duas partes: uma parte sólida <VIRGULA> formada por glóbulos brancos e plaquetas e outra parte líquida <VIRGULA> constituída pelo plasma.No sistema de defesa <VIRGULA> pode-se haver a montagem de respostas inespecíficas <VIRGULA> formada pela primeira e segunda linha de defesa <VIRGULA> caracterizadas respectivamente pelas barreiras naturais e instalações de processos inflamatórios. Posteriormente <VIRGULA> há a formação de uma imunidade adquirida pela presença de anticorpos e montagem de uma resposta imune. Na resposta imune adquirida <VIRGULA> a imunidade pode ser humoral <VIRGULA> pela presença de linfócitos B e mediada por anticorpos como pode ser uma imunidade celular <VIRGULA> mediada por linfócitos T <VIRGULA> que dará uma imunização natural.A imunização artificial pode se dar pelo uso de vacinas contendo versões mortas ou enfraquecidas de vírus e bactérias; o soro homólogo (origem humana) ou heterólogo (origem animal)., Apresentação
468, O processo de leitura de textos filosóficos, O material de apoio apresenta <VIRGULA> de maneira dinâmica <VIRGULA> algumas técnicas utilizadas para leitura e compreensão de textos filosóficos <VIRGULA> assim como <VIRGULA> oferece sugestões aos professores para tornar suas aulas mais atrativas ao se utilizar da linguagem dos quadrinhos para convidar os estudantes a conhecerem o universo da filosofia. O objetivo do material apresentado é facilitar o acesso dos estudantes à leitura de textos filosóficos <VIRGULA> que por serem considerados densos <VIRGULA> muitas vezes não são atrativos <VIRGULA> o que dificulta a compreensão da filosofia., Apresentação
469, As formas de Alienação Moral, O material de apoio foi pensado com o intuito de provocar o pensamento reflexivo e de conscientização de boas práticas dos direitos humanos esclarecendo os principais tipos de alienação moral e suas consequências para a sociedade contemporânea <VIRGULA> bem como: Identificar os principais tipos de alienação moral; Analisar as diversas causas que levam a alienação moral; Refletir sobre o mundo contemporâneo e seus problemas; Diferenciar preconceito e discriminação; Disseminar as práticas de uma cultura de paz; Construir um espaço inclusivo e igualitário; Incluir discussões dos direitos humanos dentro do espaço escolar., Apresentação
470, Juno - Trecho 2 (Aborto), O trecho mostra o momento em que Juno esta indo até a clínica para realizar o aborto e encontra Su-Chin <VIRGULA> sua colega de escola fazenda uma campanha contra o aborto cujo lema é “Toda os bebês querem nascer”. Su-Chin tenta convencer Juno a não realizar o aborto argumentando que o coração do bebê já esta batendo <VIRGULA> que ele sente dor e tem unhas. Juno entra na clínica e deve preencher um formulário. Na sala há várias mulheres e Juno começa a repensar sua decisão e acaba saindo correndo da clínica. Su-Chin fica feliz. Juno vai a casa de sua amiga Leah e conta que não teve coragem e que vai ter o bebê. Leah pede que ela fale baixo pois sua mãe não sabe que elas são sexualmente ativas. Então Juno diz que vai ter o bebê e dar ele para adoção. Sua amiga comenta como o corpo dela vai modificar ficando gorda e com os seios cheios de leite e que vai ter que contar a todos sobre a gravidez. O trecho possibilita a discussão sobre gravidez <VIRGULA> aborto <VIRGULA> doenças sexualmente transmissíveis (DSTs) <VIRGULA> adoção., Vídeo
471, Sagrado - Estado laico 1, Com participação especial do Xeique Armando Hussein Saleh e apresentado pelo ator Stenio Garcia <VIRGULA> vídeo fala dos limites entre religião e Estado; dos movimentos religiosos no Congresso Nacional. Atualmente <VIRGULA> a constituição da maioria dos países ocidentais prevê a separação entre Estado e religião. Em muitos países <VIRGULA> a religião tem participação ativa e determinante nas decisões políticas. Diferentes cargos políticos são exercidos <VIRGULA> muitas vezes <VIRGULA> por líderes religiosos. Assim <VIRGULA> o vídeo traz o questionamento: Pode haver justiça quando a política é parcialmente controlada por uma ideologia religiosa?, Vídeo
472, Frritt-Flacc<VIRGULA> de Julio Verne, Neste conto de Júlio Verne <VIRGULA> inédito no Brasil <VIRGULA> a atmosfera fantástica e misteriosa de uma cidade espremida entre o mar e o vulcão serve de pano de fundo para que o leitor acompanhe a história do avarento doutor Trifulgas. Em um texto narrado com maestria e estilo <VIRGULA> a fúria da natureza é representada pelas onomatopeias do vento e da chuva (Frritt e Flacc) e se mescla aos acontecimentos do enredo de forma surpreendente. As ilustrações dão um toque de fábula ao texto <VIRGULA> que trata de temas universais como o medo da morte <VIRGULA> a ganância <VIRGULA> a solidariedade e a solidão., Aplicativo móvel
473, Registros em diferentes situações de uso da língua<VIRGULA> nas modalidades oral e escrita<VIRGULA> nos níveis de registros e nos dialetos e gêneros, A meta primordial dessa aula é oferecer aos discentes o estudo dos registros em diferentes situações de uso da língua <VIRGULA> nas modalidades oral e escrita <VIRGULA> nos níveis de registros e nos dialetos e gêneros. Uma vez que esses mesmos discentes ao lerem ou produzirem um texto (seja em língua materna ou em língua estrangeira) é importante que considerem que o texto lido <VIRGULA> escrito ou elaborado oralmente está ancorado em práticas de linguagem historicamente construídas. Ou seja <VIRGULA> em situações de interação social em que as pessoas fazem um determinado uso da língua. Ao longo de suas vidas <VIRGULA> presenciarão interações sociais ou interagirão em diversas situações em que a linguagem se caracteriza como elemento mediador. Aprenderão que em cada situação particular devem buscar uma adequação do discurso e que <VIRGULA> portanto <VIRGULA> o uso que fazem da linguagem é mediado pelas relações que esses mesmos alunos têm com seus pares: familiares <VIRGULA> amigos <VIRGULA> colegas de sala de aula a afins. O resultado esperado é que os estudantes tenham a noção bem clara que há <VIRGULA> sim diferenças entre a fala e a escrita e que essas dualidades devem ser levadas em consideração quando forem se manifestar tanto falando <VIRGULA> como escrevendo e para quem estão falando ou escrevendo., Apresentação
474, Present Perfect x Simple Present, Este material didático sobre Present Perfect x Simple Present tem como finalidade específica o aprendizado desta estrutura gramatical que é um dos pilares para a fluência no idioma <VIRGULA> isto é <VIRGULA> tornar o educando um protagonista ativo do uso da Língua Inglesa <VIRGULA> assim como estimular a produção escrita (writing) com os exercícios <VIRGULA> a leitura (reading) através da letra da canção We are the champions com Queen e a compreensão oral (listening) ouvindo a canção e a produção oral (speaking) que é feita acompanhando a canção. Este recurso é direcionado para a 9º série do ensino fundamental <VIRGULA> realizado no ano de 2015 <VIRGULA> também adota uma visão sóciointeracional e interdisciplinar., Apresentação
475, Identificação e emprego dos recursos gráficos usados para marcar a polifonia presente no conto<VIRGULA> romance e notícias, O foco crucial dessa aula está direcionado para apresentar aos discentes quais são os recursos gráficos identificadores do fenômeno denominado Polifonia <VIRGULA> que nem de longe faz parte <VIRGULA> pelo menos na teoria <VIRGULA> dos assuntos que os alunos dominam. Essa Polifonia que é uma multiplicidade de vozes presentes nos limites de uma obra <VIRGULA> o que permite o autor a escolher como essas vozes podem-se interligar em alguma parte do texto e ocorre quando cada personagem fala com a sua própria voz <VIRGULA> expressando seu pensamento particular. As palavras do outro <VIRGULA> introduzidas na nossa fala <VIRGULA> são revestidas inevitavelmente de algo novo <VIRGULA> da nossa compreensão e da nossa avaliação. Aqui <VIRGULA> há a explanação de como a tal da Polifonia acontece e exemplifica como ela se apresenta textualmente: “Era uma vez..... “ e outros exemplos . O resultado aguardado é que os discentes possam ter mais essa ferramenta linguística à sua disposição para a formulação de textos e de mais textos., Apresentação
476, Gêneros textuais: resumo<VIRGULA> tomada de nota<VIRGULA> textos normativos e enunciado de questões, Conhecer a norma padrão da língua portuguesa <VIRGULA> diferenciando o contexto de uso da linguagem formal e informal;Utilizar <VIRGULA> na escrita <VIRGULA> os elementos discursivos <VIRGULA> textuais <VIRGULA> estruturais e normativos;Adequar a linguagem aos diferentes contextos e interlocutores; Possibilitar o reconhecimento do gênero discursivo resumo <VIRGULA> tomada de nota <VIRGULA> textos normativos e enunciado de questão; Produzir textos escritos por meio de um resumo <VIRGULA> tomada de nota e textos normativos; Realizar atividades seguindo instruções escritas; Ler e elaborar regulamentos e normas., Apresentação
477, Marcas típicas da oralidade, O referido material de apoio tem como objetivo o estudo das Marcas da Oralidade em textos diversos <VIRGULA> com o propósito de identificá-las e entender seu emprego dependendo do contexto. Através de buscas dessas marcas <VIRGULA> de uma forma lúdica <VIRGULA> com pesquisas em histórias em quadrinhos <VIRGULA> dramatizações de: textos humorísticos <VIRGULA> fábula <VIRGULA> letra de música <VIRGULA> etc. <VIRGULA> espera-se uma conscientização dos educandos das diferentes formas e emprego das mesmas de acordo com a situação para não incorrer em erros ao empregá-las <VIRGULA> nem preconceitos quanto aos regionalismos., Apresentação
478, Gêneros textuais: propaganda (TV<VIRGULA> revistas<VIRGULA> jornais<VIRGULA> outdoor)<VIRGULA> conto<VIRGULA> crônica, O aluno deverá ser capaz de reconhecer e interpretar diferentes gêneros textuais <VIRGULA> assim como relacionar os elementos que caracterizam uma propaganda <VIRGULA> conto e crônica. Nesta perspectiva <VIRGULA> espera-se que o aluno domine a língua e os conhecimentos pertinentes à construção das estruturas aplicadas ao texto propaganda <VIRGULA> conto e crônica em seu contexto sócio-cultural <VIRGULA> abrangendo leitura <VIRGULA> compreensão e interpretação <VIRGULA> assim como os conhecimentos necessários relacionados à produção dos mesmos e reconheça que a língua acompanha a evolução de seus falantes e da sociedade em que vivem., Apresentação
479, Elementos responsáveis pelos efeitos de ambigüidade, Construir a definição do termo ambiguidade a partir dos exemplos apresentados; *Reconhecer a ambiguidade como recurso de expressão em situações reais concretas; *Reconhecer a ambiguidade como problema de construção e <VIRGULA> em situações textuais concretas <VIRGULA> buscar a clareza e a coerência dos textos; *Inferir informação implícita em textos não verbais <VIRGULA> verbais e/ou que conjuguem ambas as linguagens; *Inferir sentidos provocados pela ambiguidade em textos; *Produzir textos considerando os elementos da situação discursiva (interlocutores <VIRGULA> objetivo comunicativo <VIRGULA> especificidades do gênero <VIRGULA> canais de transmissão); * Oralizar textos escritos <VIRGULA> ou seja <VIRGULA> ler em voz alta <VIRGULA> utilizando ritmo e entonação adequados às situações discursivas., Apresentação
480, As múltiplas funções da linguagem no estabelecimento e na organização das relações sociais, Este material de apoio objetiva contribuir para a excelência da competência comunicativa dos alunos do 7º ano do ensino fundamental da rede estadual de Pernambuco <VIRGULA> através da apresentação das múltiplas funções que a linguagem assume ao fazermos uso dela na nossa comunicação diária. Apresentamos ainda a importância de conhecê-las com suas características <VIRGULA> visando nos familiarizar com as intenções nossas e dos nossos interlocutores e assim garantir a eficácia comunicativa. Bem sabemos que ao falarmos ou escrevermos algo trazemos intenções e que nenhum texto se realiza isento de intenções e propósitos. Levar essa ideia para os estudantes do referido ano é uma forma de facilitar-lhes a comunicação eficaz e libertadora no meio social em que eles estão inseridos., Apresentação
481, Adverbs of place, O presente material pretende alcançar o público do 7º ano fundamental oferecendo ludicidade e balance nas habilidades listening/speaking/reading/writing. Espera-se que no final da sequência didática <VIRGULA> os alunos estejam aptos a reconhecer e utilizar em contextos de comunicação <VIRGULA> quer oral <VIRGULA> quer escrita <VIRGULA> os adverbs of place <VIRGULA> além de noções de reconhecimento e emprego de outros tipos de advérbios <VIRGULA> manner <VIRGULA> time <VIRGULA> frequency; prepositions as adverbs of place;when <VIRGULA> wher <VIRGULA> how. Espera-se também promover o reforço das habilidades de leitura ao propor a compreensão das informações do tópico em Ingles; espera-se ainda o reforço nas habilidades orais com a prática de listening/speaking <VIRGULA> assim como quizzes e jogos interativos no suporte virtual., Apresentação
482, Adjectives of quantity: some / any, O presente material pretende alcançar o público do 7º ano fundamental oferecendo ludicidade e balance nas habilidades listening/speaking/reading/writing. Espera-se que no final da sequência didática <VIRGULA> os alunos estejam aptos a reconhecer e utilizar em contextos de comunicação <VIRGULA> quer oral <VIRGULA> quer escrita <VIRGULA> os adjectives of quantity some/any; promover o reforço das habilidades de leitura ao propor a compreensão das informações do tópico em Ingles <VIRGULA> bem como reforço de vocabulário; fortalecimento das habilidades orais com a prática de listening/speaking <VIRGULA> assim como quizzes interativos e jogos no suporte virtual, Apresentação
483, O registro do texto e as diferentes condições do contexto social de sua produção e circulação, Esse material de apoio objetiva apresentar os diferentes tipos de registros textuais e as diferentes condições do contexto social de sua produção e circulação na tentativa de aperfeiçoar a produção textual dos estudantes <VIRGULA> tornando-os críticos e conscientes do que deve estar por trás o momento de produção. Em outras palavras <VIRGULA> espera-se que após a exposição desse material eles tenham noções claras do que escrevem <VIRGULA> ou falam <VIRGULA> para quem e em que registro deva ser. Conseguindo isso <VIRGULA> estaremos formando cidadãos prontos para lidarem com as exigências sociais <VIRGULA> meta primeira de toda escola., Apresentação
